Name,Age,Overall
Wendel,20,76
A. Nagy,23,76
Alfa Semedo,20,76
A. Barnes,28,76
Alan Kardec,29,76
Marcelo,28,76
E. Boateng,22,76
Dalbert,24,76
A. Halilović,22,76
I. Popov,30,76
T. Cleverley,28,76
M. Livaja,24,76
M. Uribe,27,76
P. Bargfrede,29,76
J. Jankto,22,76
Junior Firpo,21,76
D. D'Ambrosio,29,76
D. Boyko,30,76
M. Díaz,31,76
S. Vokes,28,76
Héldon,29,76
Mario Hermoso,23,76
F. Bartels,31,76
K. Malcuit,26,76
R. Marin,22,76
Ayoze Pérez,24,76
Júnior Moraes,31,76
V. Berisha,25,76
R. Freuler,26,76
Ganso,28,76
Vicente Gómez,29,76
M. Pašalić,23,76
Vitor Hugo,27,76
B. Fornaroli,30,76
R. Snodgrass,30,76
Francisco Geraldes,23,76
I. Ordets,25,76
D. Santon,27,76
M. Niang,23,76
O. Wendt,32,76
C. Riveros,35,76
F. Benković,20,76
M. Torres,33,76
M. Noble,31,76
M. Rashica,22,76
C. Benteke,27,76
Rômulo,31,76
D. Pabón,30,76
Embarba,26,76
C. Kerbrat,31,76
L. Teodorczyk,27,76
Alexo Baia,30,76
David Seijalbo,34,76
N. Nández,22,76
L. Rupp,27,76
Jordi Amat,26,76
W. Caballero,36,76
F. Di Francesco,24,76
O. El Kaddouri,27,76
T. Rogić,25,76
G. Töre,26,76
M. Destro,27,76
Josué,27,76
A. Bizzarri,40,76
Ki Sung Yueng,29,76
H. Onyekuru,21,76
N. Pépé,23,76
Matheus Pereira,22,76
Y. Salibur,27,76
E. Vargas,28,76
L. Magallán,24,76
Danny,34,76
C. Hérelle,25,76
E. Mangala,27,76
O. Selnæs,23,76
Víctor Vázquez,31,76
Diego Mariño,28,76
Carles Planas,27,76
G. Fernández,26,76
Soldado,33,76
A. Ekdal,28,76
Gedson Fernandes,19,76
M. Darmian,28,76
N. Chalobah,23,76
R. Pizarro,24,76
André Simões,28,76
S. Tshabalala,33,76
L. Rossettini,33,76
F. Viviani,26,76
M. de Roon,27,76
Rubén Duarte,22,76
Y. Ōsako,28,76
Gil,31,76
A. Ruiz,24,76
P. van Aanholt,27,76
S. Meïté,24,76
K. Dolberg,20,76
Juli Freitinho,30,76
L. Vietto,24,76
A. Izzo,26,76
A. Paloschi,28,76
G. Gönül,33,76
Llorente,33,76
J. Morel,34,76
G. Kakuta,27,76
João Pedro,26,76
S. García,29,76
Eltildo Correia,26,76
Kenedy,22,76
M. Moralez,31,76
N. Vukčević,26,76
F. Borini,27,76
I. Sarr,20,76
C. Clark,28,76
Mata,29,76
M. Albrighton,28,76
A. Gray,27,76
F. Guarín,32,76
Yoel,29,76
J. Cuadrado,33,76
S. Widmer,25,76
B. Dzsudzsák,31,76
P. Mantalos,26,76
S. Proto,35,76
A. Mehmedi,27,76
Pablo,27,76
I. Slimani,30,76
C. Erkin,29,76
D. Chygrynskyi,31,76
Beto,36,76
A. Samaris,29,76
G. Lapadula,28,76
Dênildo Stein,30,76
S. Padt,28,76
S. Taïder,26,76
F. Klaus,25,76
H. Nordtveit,28,76
L. Zuffi,28,76
Emilio Piodão,26,76
S. Zuber,26,76
J. Palomino,28,76
Y. Mutō,25,76
J. Altidore,28,76
M. Barbosa,33,76
G. Laborde,24,76
P. Baysse,30,76
Eric Botteghin,30,76
Iván Alejo,23,76
S. Blanco,30,76
Thiago Mendes,26,76
D. Brosinski,29,76
T. Monconduit,27,76
Andrés Fernández,31,76
Eraso,28,76
S. Hanni,27,76
M. Konaté,25,76
C. Théréau,35,76
A. Donatti,31,76
T. Jedvaj,22,76
Pedro Henrique,25,76
J. Briand,32,76
F. Lustenberger,30,76
J. Ayew,26,76
S. Sanogo,29,76
R. Thomas,30,76
Rafael Cachoira,30,76
N. Sansone,26,76
E. Bičakčić,28,76
J. Veltman,26,76
A. Knockaert,26,76
Douglas Santos,24,76
S. Bocchetti,31,76
M. Dembélé,21,76
E. Valencia,28,76
F. Mollet,26,76
D. Dumfries,22,76
Koo Ja Cheol,29,76
A. Petagna,23,76
De Tomás,23,76
E. Balanta,25,76
T. Koubek,25,76
J. Allen,28,76
Alan Carvalho,28,76
S. Ristovski,26,76
Maicón,28,76
D. Quintero,30,76
P. Højbjerg,22,76
I. Santini,29,76
Vieirinha,32,76
M. Boselli,33,76
L. Antonelli,31,76
B. Embolo,21,76
V. Eysseric,26,76
C. Salcedo,24,76
A. Ranocchia,30,76
L. Unnerstall,27,76
T. Baumgartl,22,76
F. Bustos,22,76
P. Jansson,27,76
W. Vainqueur,29,76
S. Kverkvelia,26,76
Rubén Blanco,22,76
P. Aguilar,31,76
A. Ndiaye Diedhiou,21,76
Rafinha,32,76
D. Limberský,34,76
G. Cabral,32,76
J. De Guzmán,30,76
S. Terodde,30,76
J. Fernandes,29,76
Kiko Femenía,27,76
Recio,27,76
A. Samedov,33,76
A. Smith,27,76
Maurício,29,76
D. Stephens,29,76
Miguel Lopes,31,76
I. Belfodil,26,76
J. Campbell,26,76
Marc Roca,21,76
M. Veljković,22,76
J. Willems,24,76
A. Lennon,31,76
F. Forster,30,76
Júnior Caiçara,29,76
C. Biraghi,25,76
Aritz Elustondo,24,76
Fred Aníbão,26,76
O. Romero,25,76
Nelsildo Reis,30,76
V. Koziello,22,76
A. Cresswell,28,76
Alex Berenguer,22,76
C. Davies,33,76
C. Kouyaté,28,76
Y. Kobayashi,30,76
Camarasa,24,76
J. Martin,28,76
J. Grealish,22,76
D. Pelkas,24,76
J. Montero,28,76
J. Forrest,26,76
Varela,30,76
M. Antenucci,33,76
R. Durmisi,24,76
P. Schwegler,31,76
A. Hunt,31,76
Aday Benítez,30,76
K. Tierney,21,76
Jaume,27,76
S. Gigot,24,76
I. Brizuela,27,76
A. Souquet,26,76
A. Delort,26,76
P. Zabaleta,33,76
Andeson Trigo,30,76
J. Gnagnon,21,76
Mosquera,30,76
I. Bebou,24,76
R. Morrison,25,76
L. Christodoulopoulos,31,76
J. McArthur,30,76
R. Olsen,28,76
W. Hoedt,24,76
R. Holding,22,76
F. Montero,30,76
N. Sliti,25,76
J. Vázquez,30,76
Rodrigo Ely,24,76
M. Benítez,24,76
Y. Yazıcı,21,76
Y. Sankharé,28,76
A. N'Diaye,28,76
S. Bell,26,76
K. Linetty,23,76
F. Uduokhai,20,76
M. Samatta,25,76
Barragán,31,76
R. Hamouma,31,76
L. Skorupski,27,76
Toño García,28,76
A. Szalai,30,76
Raúl Navas,30,76
B. Koné,30,76
J. Brekalo,20,76
Diego Tardelli,33,76
A. Hegazi,27,76
M. Sels,26,76
D. Gray,22,76
M. Pjaca,23,76
M. Arambarri,22,76
A. Ćorić,21,76
T. Gebre Selassie,31,76
C. Nkunku,20,76
M. Topal,32,76
Léo Matos,32,76
F. Kainz,25,76
B. Henrichs,21,76
Victildinho,34,76
D. Praet,24,76
A. Umar,23,76
J. Orozco,32,76
N. El Zhar,31,76
O. Colley,25,76
J. Aholou,24,76
G. Clichy,32,76
Rubén Sobrino,26,76
J. Iturbe,25,76
H. Soudani,30,76
M. Bradley,30,76
Z. Labyad,25,76
D. Mbokani,32,76
T. Mangani,31,76
A. Lunin,19,76
E. Insúa,29,76
N. Domingo,33,76
D. Yedlin,24,76
D. González,30,76
T. Kraft,29,76
M. Simon,22,76
Davi Parrela,30,76
N. Domínguez,28,76
C. Dawson,28,76
A. Rusnák,23,76
Paulo Oliveira,27,76
A. Gomis,24,76
H. Tekin,29,76
Tozé,25,76
R. Ruidíaz,27,76
J. Hogg,29,76
L. Holtby,27,76
A. Djiku,23,76
O. Alonso,32,76
S. Berge,20,76
C. Zambrano,28,76
M. Antonio,28,76
J. Clasie,27,76
Diego Rico,25,76
Mossoró,34,76
G. Donsah,22,76
Felipe,33,75
S. Fofana,23,75
Pablo Santos,26,75
J. Svensson,25,75
E. Roco,25,75
F. Midtsjø,24,75
Francis,22,75
Ivi,24,75
Unai Núñez,21,75
L. Lerager,24,75
P. De Blasis,30,75
M. Zajc,24,75
J. Stanislas,28,75
Lucas Evangelista,23,75
M. Stoch,28,75
S. van Beek,23,75
Fabrio Farinha,26,75
M. Kozáčik,34,75
Fran Sol,26,75
R. Otero,25,75
G. Maripán,24,75
M. Braithwaite,27,75
E. Dilaver,27,75
R. Álvarez,30,75
A. Masuaku,24,75
Rolando,32,75
Fran Rico,30,75
D. Tarasov,31,75
Alcalá,29,75
Alan Patrick,27,75
L. Refaelov,32,75
Y. Gazinskiy,28,75
Palhinha,22,75
Balenziaga,30,75
R. Petrović,29,75
K. Ansarifard,28,75
M. Ninković,33,75
A. Talavera,35,75
A. Barrada,29,75
J. Korb,26,75
F. Gutiérrez,27,75
T. Bongonda,22,75
Simão Donatinho,34,75
Luís Hernández,29,75
L. Balogun,30,75
M. Rog,22,75
B. Dočkal,29,75
J. Durmaz,29,75
T. Kádár,28,75
E. Andrada,27,75
Z. Steffen,23,75
M. Lestienne,26,75
M. Alustiza,34,75
Borja Mayoral,21,75
D. Bonera,37,75
Saúl Berjón,32,75
C. Beauvue,30,75
Danilo,22,75
J. Hernández,29,75
J. Hendrick,26,75
M. Lopez,20,75
F. Hanin,28,75
D. Machís,25,75
A. Potuk,27,75
Idris,33,75
N. Cardozo,31,75
Javi López,32,75
G. Pandev,34,75
Júlio Tavares,29,75
D. Liénard,30,75
Y. Pelé,35,75
L. Sepe,27,75
J. Bruma,26,75
O. Duarte,29,75
A. Franco,21,75
Dani Olmo,20,75
F. Di Santo,29,75
Jozabed,27,75
G. Carrillo,27,75
M. Zeegelaar,27,75
G. Ferrari,26,75
O. Şahiner,26,75
I. Traoré,31,75
T. Arslan,27,75
N. Araújo,26,75
S. Armstrong,26,75
K. Billiat,27,75
Ivan Cavaleiro,24,75
E. Cabaco,23,75
Silas Almeim,26,75
C. Kameni,34,75
Hélder Costa,24,75
E. Durm,26,75
Emerson,23,75
G. Haraguchi,27,75
C. Fuchs,32,75
E. Kalinski,31,75
Rafael,36,75
F. Frei,29,75
M. Risse,28,75
V. Cáceres,33,75
Renan Bressan,29,75
Lucas Lima,26,75
M. Silvestre,33,75
Portillo,28,75
F. Rønnow,25,75
N. Spolli,35,75
S. Rajković,29,75
R. Berić,27,75
V. Hernández,29,75
Claudemir,30,75
T. Jantschke,28,75
L. Schaub,23,75
P. Tschauner,32,75
Gabrisco Aníbal,26,75
B. Feilhaber,33,75
A. Grassi,23,75
N. Vikonis,34,75
P. Ntep,25,75
L. Vangioni,31,75
S. Okazaki,32,75
Diego Castro,35,75
C. Jallet,34,75
O. Pineda,22,75
A. Mounier,30,75
Sandro,29,75
N. Redmond,24,75
Gálvez,29,75
A. Song,30,75
E. Badu,27,75
M. Agu,25,75
Jason,23,75
S. Cristóforo,24,75
L. Butelle,35,75
Allan Bardinho,26,75
P. Dummett,26,75
H. Villalba,23,75
K. Amian,20,75
José Mirazar,34,75
A. Hernández,27,75
Ailton Guevara,26,75
O. Akhmedov,30,75
Naldo,29,75
Y. Ayoub,24,75
A. Ring,27,75
B. Ndiaye,27,75
Kaku,23,75
Adilson Edrada,26,75
A. Ibargüen,26,75
Iraizoz,37,75
N. Nikolić,30,75
J. Kurtić,29,75
K. Wimmer,25,75
A. Mejía,29,75
A. Barreca,23,75
Gil Dias,21,75
J. Locadia,24,75
S. Kryvtsov,27,75
O. Peralta,34,75
C. Budescu,29,75
A. Raggi,34,75
R. Donk,32,75
Edgar Méndez,27,75
L. De Silvestri,30,75
M. Saracchi,20,75
D. Congré,33,75
M. Fritzler,31,75
T. Kolodziejczak,26,75
Caio Nunson,30,75
Felipe Vizeu,21,75
J. Damm,25,75
Guilherme,27,75
G. Nkoudou,23,75
Joel Robles,28,75
B. Zungu,25,75
Otávio Cairinho,26,75
P. Gouano,24,75
C. Domínguez,23,75
R. Falk,26,75
André Ramalho,26,75
G. Schennikov,27,75
M. Morozyuk,30,75
J. van der Heijden,30,75
A. Musa,25,75
A. Diaby,27,75
G. İnler,34,75
L. Cigarini,32,75
Júnior Urso,29,75
B. Butko,27,75
R. Thomas,23,75
M. Jensen,22,75
Burgui,24,75
A. Meret,21,75
M. Gonalons,29,75
D. Valdés,24,75
Marafona,31,75
R. Karsdorp,23,75
I. Opara,29,75
K. Laimer,21,75
O. Kamara,28,75
S. Gentiletti,33,75
Serey Dié,33,75
A. Westwood,28,75
C. Ciano,28,75
A. Conti,24,75
Bojan,27,75
C. Vargas,29,75
Éder,30,75
Y. Benzia,23,75
W. Hennessey,31,75
E. Thommy,23,75
Bustinza,26,75
Bernardo,23,75
P. Cissé,33,75
Oier,28,75
D. Gayle,27,75
Joelinton,21,75
A. Pérez,37,75
B. Jones,36,75
J. Drmić,25,75
M. Mount,19,75
A. McGregor,36,75
O. Elabdellaoui,26,75
R. Steffen,26,75
K. Kanga,27,75
J. Ananidze,25,75
S. Ilsanker,29,75
A. Blake,27,75
Nicholas Aldair,26,75
R. Sessegnon,18,75
Jorginhson,26,75
Carlitos,28,75
L. Nguyen,31,75
A. Paschalakis,28,75
Fabrício,28,75
M. Coco,22,75
K. Babacar,25,75
Postigo,29,75
Renato Sanches,20,75
M. Caruzzo,33,75
G. Konan,22,75
S. Mounié,23,75
P. Capelle,31,75
T. Davies,20,75
N. Dirar,32,75
J. Toornstra,29,75
Paulinho,23,75
S. Larsson,25,75
P. Tau,24,75
J. Kluivert,19,75
H. Ayala,31,75
Miguel Silva,23,75
D. Rolán,25,75
L. Klostermann,22,75
G. Rodríguez,23,75
M. Locatelli,20,75
F. Caputo,30,75
A. Roa,25,75
Keko,26,75
A. El Khayati,29,75
F. Schär,26,75
A. Haidara,20,75
Chema Rodríguez,26,75
G. dos Santos,29,75
T. Bifouma,26,75
Dani Rochelinhas,26,75
M. Ostrzolek,28,75
Sandro,22,75
L. Deaux,29,75
J. Vuković,30,75
J. Hansen,33,75
Gonçalo Paciência,23,75
Córdoba,21,75
P. Pekarík,31,75
Ximo Navarro,28,75
Pablo Hernández,33,75
G. Kashia,30,75
Cássio,37,75
S. Bamba,33,75
S. Kums,30,75
Fábio Martins,24,75
M. Suárez,30,75
S. Mitrović,28,75
D. Aogo,31,75
B. Engels,23,75
F. Tait,25,75
D. Zagadou,19,75
M. Diamé,31,75
A. Younes,24,75
B. Verstraete,24,75
K. Akpoguma,23,75
B. Santamaria,23,75
E. Moretti,37,75
H. Behrens,28,75
M. Maignan,22,75
Y. Karamoh,19,75
V. Ignatiev,31,75
A. Thomasson,24,75
D. Amartey,23,75
R. Özcan,34,75
A. Donnarumma,27,75
Timor,28,75
C. McGregor,25,75
R. Martínez,24,75
V. Buyalskyi,25,75
H. Arter,28,75
A. Mawson,24,75
F. Guilbert,23,75
M. Lemos,22,75
S. Sturaro,25,75
A. Duncan,25,75
Marlon,22,75
M. Isla,30,75
Thiago Maia,21,75
Y. Aït Bennasser,21,75
O. Toivonen,31,75
J. Urretaviscaya,28,75
Yuri Ribeiro,21,75
N. Tomović,30,75
F. Roncaglia,31,75
R. Botta,28,75
R. Mandragora,21,75
A. Adomah,30,75
D. Samassékou,22,75
M. Yoshida,29,75
N. Viergever,28,75
R. Amalfitano,28,75
D. Cataldi,23,75
Martín,22,75
Tiago Pinto,30,75
Fernandinho,25,75
C. Cueva,26,75
M. Gaćinović,23,75
G. Shoji,25,75
L. Rigoni,33,75
M. Krmenčík,25,75
M. Mevlja,28,75
C. Daniels,31,75
K. Stafylidis,24,75
Sabin Merino,26,75
A. Flint,28,75
Brais Méndez,21,75
Merino,22,75
S. Missiroli,32,75
Serantes,28,75
V. Guzmán,23,75
D. Biseswar,30,75
E. Mas,29,75
Nuno Pinto,31,75
Carlos Mané,24,75
Borja Valle,25,75
Zeca,29,75
C. Toselli,30,75
M. Bizot,27,75
K. Ayhan,23,75
Ricardo Ferreira,25,75
N. Roux,30,75
Hernâni,26,75
M. Çağıran,25,75
W. Morgan,34,75
J. Alonso,25,75
M. Wakaso,27,75
K. Traoré,26,75
Y. Mvogo,24,75
Kaíquão Castro,34,75
K. Fofana,26,75
P. Hurtado,27,75
D. Bocanegra,31,75
Melero,24,75
Borja Bastón,25,75
O. Murillo,30,75
O. Onazi,25,75
C. Günter,25,75
I. Amadou,25,75
Unai López,22,75
K. Iheanacho,21,75
C. Söyüncü,22,75
B. Pearson,23,75
F. Niederlechner,27,75
S. Denswil,25,75
G. Rodríguez,34,75
P. Guiñazú,39,75
H. Hateboer,24,75
I. Fernández,28,75
L. Blas,20,75
M. Sarr,19,75
Mikel Rico,33,75
F. Neuhaus,21,75
S. İnan,33,75
C. Maggio,36,75
Mexer,29,75
F. Magnanelli,33,75
J. Figal,24,75
V. Claesson,26,75
F. Helander,25,75
J. Gondorf,30,75
R. Ghezzal,26,75
Adama,22,75
O. Duda,23,75
R. Bensebaini,23,75
L. Depoitre,29,75
N. Vlašić,20,75
Rochina,27,75
M. Doherty,26,75
C. Musonda,21,75
João Teixeira,25,75
S. Ward,32,75
Y. Cardinale,24,75
S. Francis,33,75
Lafortiscinho,26,75
M. Valdifiori,32,75
Rubén Pérez,29,75
D. Boyata,27,75
N. Mendy,26,75
A. Martín Arias,25,75
Pedraza,22,75
Ricardo,35,75
Tarantini,34,75
K. Stöger,24,75
C. Mbemba,23,75
A. Limbombe,23,75
K. McDonald,29,75
O. Niasse,28,75
G. Herrera,26,75
R. Borré,22,75
E. Zukanović,31,75
A. Elis,22,75
M. Fernández,32,75
D. Rodríguez,28,75
T. Klose,30,75
A. Cornelius,25,75
Kwon Chang Hoon,24,75
C. Larin,23,75
Tchê Tchê,25,75
M. Leckie,27,75
L. Quiñones,27,75
Fontàs,28,75
K. Vermeer,32,75
A. Surman,31,75
M. Höger,28,75
S. Dann,31,75
Jovane Cabral,20,75
C. Cathcart,29,75
Zaldúa,26,75
Pelé,26,75
M. Kelly,28,75
Y. Bolasie,29,75
L. Zelarayán,26,75
Gelson Fernandes,31,75
D. Glushakov,31,75
Lee Jae Sung,25,75
Baiano,31,75
A. Hurtado,31,75
A. Mierzejewski,31,75
V. Janssen,24,75
E. Paredes,37,75
B. Alemán,28,75
P. Retsos,19,75
J. Hernández,19,75
S. Corchia,27,75
Rubén Pardo,25,75
P. Goltz,33,75
D. Türüç,25,75
B. Mechele,25,75
Kaimo Lima,34,75
R. Rodelin,28,75
Bobô,33,75
L. Ciman,32,75
D. Ba,33,75
H. Medunjanin,33,75
José Cañas,31,75
Y. Osorio,24,75
Titi,30,75
Carles Gil,25,75
P. Lasne,29,75
Lekue,25,75
A. Silva,28,75
A. Danjuma Groeneveld,21,75
C. Luyindama,24,75
L. González Pirez,26,75
Sergio Álvarez,26,75
M. Cornet,21,75
M. Schnatterer,32,75
O. Kharbin,24,75
Sergi Guardiola,27,75
T. Souček,23,75
Y. Ravet,28,75
T. Serero,28,75
B. Douglas,28,75
S. Johnstone,25,75
Medrán,24,75
J. Corona,37,75
I. Fetfatzidis,27,75
S. Romero,29,75
B. Jokič,32,75
S. Sinclair,29,75
L. Krejčí,25,75
L. Orbán,29,74
A. Hamdallah,27,74
R. Tapia,22,74
O. Watkins,22,74
Duirval Diniz,34,74
Arribas,29,74
B. Dabo,26,74
G. Lezcano,31,74
Bebeto,28,74
L. Sobiech,27,74
Guerrero,27,74
K. Boutaïb,31,74
T. Hlatshwayo,28,74
M. Krohn-Dehli,35,74
Lucas Torró,23,74
J. Vossen,29,74
J. Rodríguez,25,74
M. Pasqual,36,74
Zubeldia,21,74
Da Costa,34,74
D. Kolář,32,74
M. Zaldivia,27,74
S. Ghoddos,24,74
A. Bălută,24,74
T. Melia,32,74
A. Di Gaudio,28,74
N. Milenković,20,74
V. Demirel,36,74
L. Cooper,26,74
Edercinho Sepa,30,74
A. Morelos,22,74
J. Chester,29,74
D. Sakho,28,74
E. Velázquez,24,74
M. Waris,26,74
T. Matavž,29,74
Y. Khacheridi,30,74
Y. Gerhardt,24,74
K. Laifis,25,74
J. Hoilett,28,74
Pascoal Muscato,26,74
J. Furch,28,74
Fransérgio,27,74
S. Gümüş,24,74
Anselmo,29,74
J. Silva,24,74
Manquillo,24,74
Daniel Candeias,30,74
R. Rey,27,74
U. Račić,20,74
André Sousa,27,74
G. Ortíz,25,74
A. Ademi,27,74
P. Roberts,21,74
Daniel Ayala,27,74
M. Kempf,23,74
R. Khedira,24,74
M. Casco,30,74
Caio Milaçar,34,74
O. Norwood,27,74
C. Träsch,30,74
C. Atsu,26,74
A. Touré,22,74
Eduardo,35,74
M. Andújar,34,74
K. Olsson,23,74
E. Krafth,23,74
R. Jack,26,74
M. Luongo,25,74
L. Jara,27,74
M. Andreolli,32,74
A. Chahechouhe,31,74
I. Kutepov,24,74
J. Pivarić,29,74
E. Goldaniga,24,74
Elias Fontoira,34,74
E. Saric,27,74
S. Al Faraj,28,74
L. Crisetig,25,74
A. Pritchard,25,74
D. Calvert-Lewin,21,74
T. Koopmeiners,20,74
Joselu,28,74
G. Svensson,31,74
Enaldo Praz,30,74
L. Griffiths,27,74
W. Katsande,32,74
S. Kırıntılı,33,74
E. Crivelli,23,74
Jairo,24,74
R. Bazoer,21,74
G. Cunningham,27,74
C. Berra,33,74
A. Beck,31,74
K. Roofe,25,74
G. Imbula,25,74
D. Royer,28,74
C. Njie,24,74
K. Lawrence,25,74
N. Sánchez,32,74
N. Benezet,27,74
O. Şahan,31,74
M. Besler,31,74
D. Falcinelli,27,74
L. Moore,25,74
A. Aguilar,33,74
Dani Raba,22,74
B. Poulain,30,74
Y. Nagatomo,31,74
Raúl Fernández,30,74
Alberto,33,74
J. Obi,27,74
C. Hourihane,27,74
B. Kuwas,25,74
Jailson Caeiro,26,74
D. Chará,32,74
T. Mykhalyk,34,74
M. Bešić,25,74
Alexis,32,74
E. Puch,31,74
Kel Perinho,34,74
C. Coady,25,74
M. Estigarribia,30,74
E. Sviatchenko,26,74
R. Ortiz,28,74
Hugo Goiteira,26,74
L. Dimata,20,74
André Horta,21,74
Fábio Melitinho,34,74
R. Quaison,24,74
Luiz Felipe,21,74
T. Sippel,30,74
B. Nuytinck,28,74
J. Buffarini,29,74
A. Wakaso,26,74
N. Silva,28,74
Castro,30,74
M. Hedges,28,74
João Pereira,34,74
Insua,24,74
Róber,23,74
Osvaldo Lodeiro,30,74
Míchel,29,74
N. Maupay,21,74
J. Rodríguez,24,74
E. Mor,20,74
Lato,20,74
Fernandão,31,74
O. Martínez,32,74
Suk Hyun Jun,27,74
N. Maksimović,23,74
J. Kembo-Ekoko,30,74
S. Anđelković,32,74
A. Katai,27,74
Fabiano Sonta,26,74
A. Ioniţă,27,74
Seoane,35,74
C. Pizarro,39,74
Ivo,31,74
L. Sané,31,74
Iñigo Pérez,30,74
D. Kreilach,29,74
T. Fosu-Mensah,20,74
S. Grandsir,21,74
B. van Leer,26,74
Diogo Leite,19,74
Davidson,27,74
Dídac Vilà,29,74
A. Ciciretti,24,74
Jorge,22,74
E. Didot,34,74
Marlon Nideiro,34,74
B. Bereszyński,25,74
A. Hassan,25,74
Jacson Zonta,34,74
R. Fanni,36,74
A. Diamanti,35,74
E. Cardona,25,74
S. Prcić,24,74
Leo Caldeirinha,34,74
T. Sainsbury,26,74
Edgar Ié,24,74
Alvildo Sousa,34,74
F. Đuričić,26,74
J. Boëtius,24,74
F. Mubele,24,74
A. Chávez,27,74
V. Kovalenko,22,74
Y. Kaboul,32,74
R. Meggiorini,32,74
B. Sagna,35,74
Kahraba,24,74
Rafael Vaz,29,74
Robson Denho,26,74
Renatinho,29,74
J. Toljan,23,74
Claudiano Sobrino,34,74
S. M'Bia,32,74
Hélton Celanova,26,74
S. Sosa,31,74
Erick Gameira,26,74
Pol Lirola,20,74
M. Jajalo,30,74
H. Mukhtar,23,74
William,23,74
G. Bong,30,74
N. Hult,28,74
J. Geis,24,74
L. Cavallini,25,74
P. Verhaegh,34,74
Jadson Vidigal,26,74
Álvaro Jiménez,23,74
O. Vranješ,28,74
M. Bauer,26,74
O. Kayode,25,74
I. Nestorovski,28,74
F. Castillo,26,74
Bruno Varela,23,74
L. Narsingh,27,74
K. Djidji,25,74
L. Robles,34,74
A. Erokhin,28,74
G. Shinnie,26,74
L. Rizzo,26,74
I. Konaté,19,74
B. Ecuélé Manga,29,74
J. Córdoba,25,74
Edvaldisco,26,74
G. Sakai,27,74
A. González,23,74
R. Rosales,29,74
J. Dueñas,29,74
N. De Préville,27,74
Diogo Figueiras,27,74
A. El Ghazi,23,74
P. Aguilar,32,74
K. Dolly,25,74
F. Mora,24,74
P. Barrientos,33,74
H. Rodallega,32,74
A. Epureanu,31,74
M. Caraglio,29,74
S. Lung,29,74
Maurício,26,74
A. Boruc,38,74
C. Gordon,35,74
F. Santander,27,74
A. Ramírez,37,74
M. Cabrera,32,74
B. Valdez,25,74
Pozo,22,74
Bruno Gaspar,25,74
N. Rigoni,27,74
I. Kahveci,22,74
Sebas Couteira,30,74
Walace,23,74
R. Shawcross,30,74
David Simão,28,74
C. Rius,29,74
B. Martins Indi,26,74
P. Rosario,21,74
Álvaro García,25,74
Kauã Abranches,34,74
A. Gyan,32,74
D. Simpson,31,74
H. Seferović,26,74
R. Sobhi,21,74
P. Gazzaniga,26,74
F. Mussis,26,74
A. Masina,24,74
J. Błaszczykowski,32,74
J. Beausejour,34,74
J. Livermore,28,74
D. Kourmpelis,24,74
Nicolás Formido,30,74
J. Aidoo,22,74
Melendo,20,74
E. Pieters,29,74
Luisinho,33,74
A. Semenov,29,74
Ramalho,25,74
Kévin Rodrigues,24,74
K. Piątek,23,74
R. Vlaar,33,74
R. van Wolfswinkel,29,74
Ilie Sánchez,27,74
Ewerton,29,74
A. Chumacero,27,74
Dani Pacheco,27,74
L. Rodríguez,33,74
A. Jahović,31,74
M. Britos,32,74
M. Rits,24,74
S. Deli,26,74
H. Traoré,26,74
P. Aguedar,30,74
Crespo,31,74
Rafael,28,74
Bigas,27,74
L. Öztunalı,22,74
M. Jojić,26,74
Vitor Bueno,23,74
G. Til,20,74
I. Pussetto,22,74
A. Ajeti,21,74
Luiz Araújo,22,74
A. Besedin,22,74
T. Didillon,22,74
Arana,21,74
Zainadine,30,74
K. Théophile-Catherine,28,74
A. Gianniotis,25,74
Bruno Saltor,37,74
M. Stendera,22,74
S. Kalu,20,74
Juan Cala,28,74
J. Tavernier,26,74
W. McKennie,19,74
W. Tesillo,28,74
A. Mariappa,31,74
S. Morrison,27,74
J. Brenet,24,74
B. Dack,24,74
Y. Kubo,24,74
T. Pukki,28,74
William,26,74
L. Melgarejo,27,74
J. Jones,26,74
I. Sosa,31,74
M. Ekici,28,74
A. Nyom,30,74
K. Konaté,26,74
F. Đorđević,30,74
E. Room,29,74
T. Usami,26,74
Ruben Lima,28,74
Fábio Espinho,32,74
L. Marković,24,74
J. Barrera,22,74
R. Mora,30,74
D. Lazović,27,74
M. Burda,23,74
Tana,27,74
A. Miranchuk,22,74
L. Grabban,30,74
I. Koné,30,74
J. Hušbauer,28,74
A. Soumaoro,26,74
Patric,30,74
P. Diamanka,28,74
A. Pulido,27,74
Roger Guedes,21,74
D. N'Doye,33,74
S. Johansen,27,74
I. Afellay,32,74
A. Zambo Anguissa,22,74
N. Lombaerts,33,74
C. Chambers,23,74
I. Sangaré,20,74
A. Sulu,32,74
M. Pucciarelli,27,74
R. Saïss,28,74
J. Haberer,24,74
E. Dennis,20,74
J. Kana-Biyik,28,74
V. Barkas,24,74
K. Johnsson,28,74
S. Floccari,36,74
S. Prödl,31,74
V. Laurini,29,74
A. Eschenko,34,74
S. Okaka,28,74
J. Kodjia,28,74
A. Oyongo,27,74
S. Bolat,29,74
A. Mitriţă,23,74
A. Behich,27,74
O. Tannane,24,74
F. Haroun,32,74
D. Gosling,28,74
Pedro Santos,30,74
J. Larsen,19,74
F. Bastians,30,74
J. Ralls,24,74
S. Vilakazi,28,74
